size;mu;sigma;reallTime;reallCount;reallMin;realMax;realMean;realNormalizedMean;estimatedTime;estimatedCount;estimatedMin;estimatedMax;estimatedMean;estimatedNormalizedMean;estimatedDiffMin;estimatedDiffMax;estimatedDifMean;estimatedNormalizedDiffMin;estimatedNormalizedDiffMax;estimatedNormalizedDiffMean;correctedTime;correctedCount;correctedMin;correctedMax;correctedMean;correctedNormalizedMean;correctedDiffMin;correctedDiffMax;correctedDifMean;correctedNormalizedDiffMin;correctedNormalizedDiffMax;correctedNormalizedDiffMean
1000;1.0;3.300000000000001;3679;999030;1.0;3.0;1.9307448224778045;0.4653724112389017;1736;999000;5.0;8.0;5.03433933933933;0.011446446446446462;2.0;7.0;3.1035665665665646;-1.0;1.0;-0.45393993993993986;3608;999000;5.0;8.0;5.034339339339329;0.011446446446446462;2.0;7.0;3.1035665665665637;-1.0;1.0;-0.45393993993993986
1000;1.0;3.4000000000000012;3393;999027;1.0;3.0;1.9377244058468868;0.4688622029234442;1734;999000;5.0;8.0;5.02392792792792;0.007975975975975961;2.0;7.0;3.08617817817818;-1.0;1.0;-0.4608988988988991;3403;999000;5.0;8.0;5.02392792792792;0.007975975975975961;2.0;7.0;3.086178178178179;-1.0;1.0;-0.460898898898899
1000;1.0;3.5000000000000013;4275;999027;1.0;3.0;1.9378605383037661;0.4689302691518843;1788;999000;5.0;8.0;5.025546546546541;0.008515515515515512;2.0;7.0;3.087660660660658;-1.0;1.0;-0.46042742742742787;3414;999000;5.0;8.0;5.025546546546537;0.008515515515515508;2.0;7.0;3.087660660660658;-1.0;1.0;-0.4604274274274279
1000;1.0;3.6000000000000014;4091;999028;1.0;3.0;1.9368746421521705;0.4684373210760855;1739;999000;5.0;8.0;5.026975975975936;0.008991991991991993;2.0;7.0;3.0900750750750765;-1.0;1.0;-0.45945845845845884;3386;999000;5.0;8.0;5.026975975975933;0.008991991991991986;2.0;7.0;3.0900750750750765;-1.0;1.0;-0.45945845845845884
1000;1.0;3.7000000000000015;3491;999032;1.0;3.0;1.9347788659422358;0.4673894329711154;1770;999000;5.0;8.0;5.042735735735764;0.014245245245245288;2.0;7.0;3.107926926926921;-1.0;1.0;-0.4531591591591583;3469;999000;5.0;8.0;5.042735735735765;0.014245245245245288;2.0;7.0;3.1079269269269214;-1.0;1.0;-0.45315915915915833
1000;1.0;3.8000000000000016;3466;999030;1.0;3.0;1.9358818053511906;0.4679409026755954;1755;998999;5.0;8.0;5.0370600971572905;0.012353365719084807;2.0;7.0;3.1011492503996454;-1.0;1.0;-0.45560205765971723;3417;999000;5.0;10.0;5.0370650650650965;0.012355021688355028;2.0;9.0;3.1011551551551504;-1.0;1.6666666666666667;-0.4555999332665998
1000;1.0;3.9000000000000017;4296;999032;1.0;3.0;1.9363223600445234;0.46816118002226137;1730;999000;5.0;8.0;5.0569609609609625;0.018986986986986993;2.0;7.0;3.1206086086086073;-1.0;1.0;-0.4491891891891894;3424;999000;5.0;8.0;5.056960960960942;0.018986986986987;2.0;7.0;3.1206086086086087;-1.0;1.0;-0.4491891891891895
1000;1.0;4.000000000000002;3487;999032;1.0;3.0;1.9359459957238634;0.4679729978619301;1814;999000;5.0;8.0;5.043957957957956;0.014652652652652635;2.0;7.0;3.1079819819819834;-1.0;1.0;-0.4533353353353352;4118;999000;5.0;8.0;5.043957957957958;0.014652652652652642;2.0;7.0;3.1079819819819834;-1.0;1.0;-0.45333533533533527
1000;1.0;4.100000000000001;3485;999029;1.0;3.0;1.9342351423231967;0.4671175711615971;1841;999000;5.0;8.0;5.03150150150148;0.010500500500500496;2.0;7.0;3.097239239239236;-1.0;1.0;-0.45663063063063153;3594;999000;5.0;8.0;5.0315015015015;0.010500500500500493;2.0;7.0;3.0972392392392365;-1.0;1.0;-0.4566306306306317
1000;1.0;4.200000000000001;4491;999030;1.0;3.0;1.9350129625736945;0.46750648128684824;1819;999000;5.0;8.0;5.051381381381385;0.017127127127127117;2.0;7.0;3.1163403403403405;-1.0;1.0;-0.4503933933933931;3533;999000;5.0;8.0;5.0513813813813835;0.01712712712712713;2.0;7.0;3.1163403403403405;-1.0;1.0;-0.45039339339339324
1000;1.0;4.300000000000001;3466;999030;1.0;3.0;1.9333333333333316;0.4666666666666669;1788;999000;5.0;8.0;5.048348348348348;0.016116116116116106;2.0;7.0;3.11498698698699;-1.0;1.0;-0.45056456456456456;3648;999000;5.0;8.0;5.048348348348356;0.016116116116116113;2.0;7.0;3.1149869869869895;-1.0;1.0;-0.45056456456456456
1000;1.0;4.4;4718;999035;1.0;3.0;1.9292807559294745;0.4646403779647355;1833;999000;5.0;8.0;5.044918918918905;0.014972972972972974;2.0;7.0;3.1156056056056047;-1.0;1.0;-0.44968368368368317;3653;999000;5.0;8.0;5.044918918918938;0.01497297297297299;2.0;7.0;3.115605605605605;-1.0;1.0;-0.44968368368368317
1000;1.0;4.5;4292;999034;1.0;3.0;1.9302245969606646;0.46511229848033175;1669;999000;5.0;8.0;5.034951951951947;0.01165065065065063;2.0;7.0;3.1046956956956917;-1.0;1.0;-0.453477477477477;3439;999000;5.0;8.0;5.034951951951931;0.011650650650650648;2.0;7.0;3.1046956956956917;-1.0;1.0;-0.4534774774774771
1000;1.0;4.6;3571;999031;1.0;3.0;1.9325176095636682;0.46625880478183374;1735;998996;5.0;8.0;5.033786922069759;0.011262307356586013;2.0;7.0;3.1012366415881516;-1.0;1.0;-0.4550128328842164;3418;999000;5.0;10.0;5.0338068068067985;0.011268935602268933;2.0;9.0;3.101260260260258;-1.0;1.6666666666666667;-0.4550043376710048
1000;1.0;4.699999999999999;4576;999031;1.0;3.0;1.9324875804654704;0.4662437902327361;1731;998996;5.0;8.0;5.029294411589258;0.009764803863078542;2.0;7.0;3.096774161257905;-1.0;1.0;-0.4564953213025886;3413;999000;5.0;10.0;5.029314314314328;0.00977143810477146;2.0;9.0;3.0967977977978016;-1.0;1.6666666666666667;-0.4564868201534879
1000;1.0;4.799999999999999;3586;999028;1.0;3.0;1.9346464763750388;0.4673232381875177;1667;998994;5.0;8.0;5.050249551048358;0.016749850349451548;2.0;7.0;3.1155712646922775;-1.0;1.0;-0.45058929282858534;4074;999000;5.0;10.0;5.050279279279277;0.016759759759759765;2.0;9.0;3.1156066066066033;-1.0;1.6666666666666667;-0.45057657657657646
1000;1.0;4.899999999999999;3618;999030;1.0;3.0;1.9312833448444993;0.46564167242224963;1693;998999;5.0;8.0;5.043132175307507;0.014377391769160907;2.0;7.0;3.11181993175168;-1.0;1.0;-0.45127873000873786;3486;999000;5.0;10.0;5.043137137137128;0.014379045712379024;2.0;9.0;3.1118258258258225;-1.0;1.6666666666666667;-0.4512766099432759
1000;1.0;4.999999999999998;4632;999029;1.0;3.0;1.9299409726844745;0.46497048634223787;1672;999000;5.0;8.0;5.0322492492492525;0.010749749749749777;2.0;7.0;3.102281281281281;-1.0;1.0;-0.4542342342342341;3397;999000;5.0;8.0;5.032249249249281;0.010749749749749767;2.0;7.0;3.102281281281282;-1.0;1.0;-0.45423423423423415
1000;1.0;5.099999999999998;3650;999033;1.0;3.0;1.928840188462243;0.4644200942311217;1772;999000;5.0;8.0;5.02709009009007;0.009030030030030032;2.0;7.0;3.098219219219221;-1.0;1.0;-0.4554054054054056;3574;999000;5.0;8.0;5.027090090090051;0.009030030030030037;2.0;7.0;3.0982192192192204;-1.0;1.0;-0.45540540540540564
1000;1.0;5.1999999999999975;5213;999034;1.0;3.0;1.9289453612189398;0.46447268060946845;1828;998999;5.0;8.0;5.056738795534351;0.018912931844776586;2.0;7.0;3.1277608886495387;-1.0;1.0;-0.4455760215976195;3894;999000;5.0;10.0;5.0567437437437635;0.018914581247914543;2.0;9.0;3.1277667667667677;-1.0;1.6666666666666667;-0.445573907240574
1000;1.0;5.299999999999997;3702;999036;1.0;3.0;1.9291476983812377;0.464573849190619;1806;998999;5.0;8.0;5.049270319589924;0.016423439863303208;2.0;7.0;3.1200882082965014;-1.0;1.0;-0.4481676157833995;4161;999000;5.0;10.0;5.04927527527529;0.016425091758425124;2.0;9.0;3.1200940940940898;-1.0;1.6666666666666667;-0.4481654988321658
1000;1.0;5.399999999999997;3705;999036;1.0;3.0;1.9279785713427746;0.4639892856713867;1686;998999;5.0;8.0;5.037570608178817;0.012523536059595627;2.0;7.0;3.1095576672248906;-1.0;1.0;-0.45148293441735193;3517;999000;5.0;10.0;5.037575575575605;0.012525191858525162;2.0;9.0;3.109563563563562;-1.0;1.6666666666666667;-0.4514808141474809
1000;1.0;5.4999999999999964;4704;999037;1.0;3.0;1.927168863615661;0.4635844318078309;1796;998999;5.0;8.0;5.029528558086602;0.009842852695548247;2.0;7.0;3.1023244267511805;-1.0;1.0;-0.45375921297218547;3607;999000;5.0;10.0;5.029533533533491;0.009844511177844512;2.0;9.0;3.102330330330333;-1.0;1.6666666666666667;-0.4537570904237573
1000;1.0;5.599999999999996;3715;999037;1.0;3.0;1.9276653417240788;0.46383267086204016;1795;999000;5.0;8.0;5.058321321321344;0.019440440440440427;2.0;7.0;3.130621621621619;-1.0;1.0;-0.444409409409409;3696;999000;5.0;8.0;5.058321321321344;0.019440440440440427;2.0;7.0;3.1306216216216183;-1.0;1.0;-0.44440940940940915
1000;1.0;5.699999999999996;4889;999039;1.0;2.0;1.925231147132393;0.9252311471323931;1834;998999;5.0;8.0;5.052561614175758;0.017520538058596682;3.0;7.0;3.127293420714129;-1.0;1.0;-0.9077476554030596;3690;999000;5.0;10.0;5.052566566566535;0.01752218885552222;3.0;9.0;3.1272992992992945;-1.0;1.6666666666666667;-0.9077450784117459
1000;1.0;5.799999999999995;3817;999038;1.0;3.0;1.9266334213513419;0.46331671067567004;1775;999000;5.0;8.0;5.042966966966931;0.014322322322322315;2.0;7.0;3.1162982982982963;-1.0;1.0;-0.44901201201201185;3628;999000;5.0;8.0;5.042966966966931;0.014322322322322315;2.0;7.0;3.1162982982982963;-1.0;1.0;-0.44901201201201185
1000;1.0;5.899999999999995;4806;999036;1.0;3.0;1.9297282580407513;0.4648641290203753;1705;999000;5.0;8.0;5.037195195195223;0.012398398398398387;2.0;7.0;3.1074334334334317;-1.0;1.0;-0.45248248248248335;3444;999000;5.0;8.0;5.037195195195222;0.012398398398398387;2.0;7.0;3.1074334334334317;-1.0;1.0;-0.45248248248248335
1000;1.0;5.999999999999995;3765;999038;1.0;3.0;1.9280167521155342;0.4640083760577675;1749;998999;5.0;8.0;5.040216256472716;0.013405418824243086;2.0;7.0;3.1121632754387165;-1.0;1.0;-0.4506210716927648;3508;999000;5.0;10.0;5.040221221221207;0.013407073740407088;2.0;9.0;3.1121691691691704;-1.0;1.6666666666666667;-0.4506189522856193
1000;2.0;2.0;3743;999032;1.0;3.0;1.9260984633124856;0.4630492316562431;1842;999000;5.0;8.0;5.036744744744726;0.01224824824824825;2.0;7.0;3.1106166166166176;-1.0;1.0;-0.4508158158158161;3582;999000;5.0;8.0;5.036744744744727;0.01224824824824825;2.0;7.0;3.1106166166166185;-1.0;1.0;-0.4508158158158159
1000;2.0;2.1;3917;999031;1.0;3.0;1.9235969654595337;0.46179848272976504;1891;999000;5.0;8.0;5.024582582582587;0.008194194194194211;2.0;7.0;3.100956956956951;-1.0;1.0;-0.4536186186186187;4429;999000;5.0;8.0;5.024582582582588;0.008194194194194211;2.0;7.0;3.1009569569569515;-1.0;1.0;-0.45361861861861874
1000;2.0;2.2;3984;999034;1.0;3.0;1.9195322681710516;0.4597661340855264;1938;999000;5.0;8.0;5.018798798798769;0.006266266266266273;2.0;7.0;3.0992352352352377;-1.0;1.0;-0.45351551551551555;3827;999000;5.0;8.0;5.018798798798769;0.006266266266266271;2.0;7.0;3.0992352352352386;-1.0;1.0;-0.45351551551551555
1000;2.0;2.3000000000000003;4019;999029;1.0;3.0;1.9209001940884576;0.46045009704422984;1768;999000;5.0;8.0;5.028921921921923;0.009640640640640605;2.0;6.0;3.1079949949949914;-1.0;0.5;-0.45082282282282254;4653;999000;5.0;8.0;5.028921921921922;0.009640640640640607;2.0;6.0;3.107994994994991;-1.0;0.5;-0.45082282282282254
1000;2.0;2.4000000000000004;3869;999031;1.0;3.0;1.9244537957280607;0.4622268978640305;1759;999000;5.0;8.0;5.026009009008981;0.00866966966966969;2.0;6.0;3.101526526526523;-1.0;0.5;-0.453571571571572;3519;999000;5.0;8.0;5.02600900900898;0.008669669669669687;2.0;6.0;3.1015265265265226;-1.0;0.5;-0.45357157157157196
1000;2.0;2.5000000000000004;4889;999032;1.0;3.0;1.9226771514826346;0.46133857574131737;1819;999000;5.0;8.0;5.025699699699693;0.008566566566566586;2.0;6.0;3.1029929929929883;-1.0;0.5;-0.4527867867867865;3575;999000;5.0;8.0;5.025699699699693;0.008566566566566585;2.0;6.0;3.102992992992988;-1.0;0.5;-0.45278678678678647
1000;2.0;2.6000000000000005;4140;999039;1.0;3.0;1.916732980394158;0.4583664901970786;1822;999000;5.0;8.0;5.022603603603597;0.007534534534534515;2.0;6.0;3.105834834834837;-1.0;0.5;-0.45084984984984944;3809;999000;5.0;8.0;5.022603603603597;0.007534534534534514;2.0;6.0;3.1058348348348366;-1.0;0.5;-0.45084984984984944
1000;2.0;2.7000000000000006;5275;999043;1.0;2.0;1.9106955356275934;0.9106955356275958;1787;999000;5.0;8.0;5.016837837837875;0.005612612612612619;3.0;6.0;3.1061031031031066;-1.0;0.0;-0.9051221221221236;3901;999000;5.0;8.0;5.016837837837875;0.00561261261261262;3.0;6.0;3.1061031031031066;-1.0;0.0;-0.9051221221221235
1000;2.0;2.8000000000000007;4641;999040;1.0;2.0;1.9150684657270975;0.9150684657270992;1874;999000;5.0;8.0;5.013069069069081;0.0043563563563563485;3.0;6.0;3.0979639639639696;-1.0;0.0;-0.9107487487487483;3778;999000;5.0;8.0;5.013069069069081;0.004356356356356346;3.0;6.0;3.0979639639639704;-1.0;0.0;-0.9107487487487484
1000;2.0;2.900000000000001;4137;999042;1.0;2.0;1.9150125820536084;0.9150125820536077;1792;999000;5.0;8.0;5.014843843843816;0.004947947947947951;3.0;7.0;3.0997927927927975;-1.0;1.0;-0.9101031031031029;3707;999000;5.0;8.0;5.014843843843816;0.004947947947947953;3.0;7.0;3.099792792792798;-1.0;1.0;-0.9101031031031029
